Song Name,Artist,Genre,Popularity
Zindagi Din,Shreya Ghoshal,Indie,87
Raat Pyar,Neha Kakkar,Punjabi,92
Tere Zindagi,Shreya Ghoshal,Bollywood,82
Mohabbat Ishq,Jubin Nautiyal,Indie,89
Zindagi Raat,Arijit Singh,Punjabi,94
Tere Zindagi,Neha Kakkar,Bollywood,86
Pyar Ishq,Jubin Nautiyal,Fusion,83
Tere Ishq,Badshah,Indie,93
Tere Ishq,Arijit Singh,Punjabi,97
Mohabbat Dil,KK,Fusion,94
Mere Mere,Jubin Nautiyal,Folk,90
Tere Jaan,Jubin Nautiyal,Fusion,97
Tere Mohabbat,Sonu Nigam,Retro,85
Mere Mohabbat,Jubin Nautiyal,Bollywood,82
Raat Mere,Atif Aslam,Fusion,89
Tere Zindagi,Arijit Singh,Bollywood,81
Dil Din,Neha Kakkar,Bollywood,92
Ishq Mohabbat,Arijit Singh,Hip-Hop,84
Zindagi Dil,Neha Kakkar,Punjabi,92
Tere Jaan,Atif Aslam,Pop,91
Pyar Mere,Badshah,Fusion,89
Tere Dil,Neha Kakkar,Punjabi,95
Pyar Mere,Shreya Ghoshal,Indie,94
Jaan Din,Arijit Singh,Punjabi,82
Ishq Dil,Atif Aslam,Fusion,97
Jaan Dil,Sonu Nigam,Folk,81
Raat Raat,Atif Aslam,Hip-Hop,96
Din Mohabbat,Arijit Singh,Hip-Hop,94
Zindagi Zindagi,Neha Kakkar,Folk,99
Mohabbat Mohabbat,Shreya Ghoshal,Retro,93
Mere Din,KK,Pop,92
Ishq Mere,Neha Kakkar,Bollywood,89
Raat Din,Badshah,Folk,85
Mohabbat Jaan,Jubin Nautiyal,Bollywood,100
Mohabbat Tere,Arijit Singh,Folk,81
Mere Zindagi,Jubin Nautiyal,Bollywood,99
Din Raat,Sonu Nigam,Retro,93
Zindagi Dil,Sonu Nigam,Hip-Hop,93
Raat Mohabbat,KK,Indie,96
Ishq Zindagi,Neha Kakkar,Retro,88
Raat Dil,Arijit Singh,Punjabi,90
Tere Mohabbat,Atif Aslam,Pop,94
Jaan Raat,Shreya Ghoshal,Punjabi,90
Raat Jaan,Sonu Nigam,Punjabi,91
Ishq Dil,Shreya Ghoshal,Pop,81
Mohabbat Ishq,Neha Kakkar,Punjabi,95
Ishq Din,Badshah,Retro,99
Raat Din,Arijit Singh,Hip-Hop,96
Tere Dil,Jubin Nautiyal,Punjabi,95
Tere Mere,Shreya Ghoshal,Punjabi,97
Dil Mohabbat,Shreya Ghoshal,Retro,92
Din Din,Atif Aslam,Indie,86
Ishq Mere,Shreya Ghoshal,Fusion,85
Pyar Pyar,Atif Aslam,Folk,92
Mere Mere,Jubin Nautiyal,Fusion,89
Mere Din,Sonu Nigam,Bollywood,81
Tere Tere,Sonu Nigam,Folk,98
Mohabbat Pyar,Atif Aslam,Punjabi,90
Tere Mohabbat,Neha Kakkar,Indie,83
Pyar Jaan,Badshah,Punjabi,95
Mere Zindagi,Sonu Nigam,Hip-Hop,97
Ishq Mohabbat,Badshah,Retro,89
Raat Jaan,Atif Aslam,Fusion,88
Jaan Mohabbat,Sonu Nigam,Fusion,94
Jaan Mohabbat,Arijit Singh,Hip-Hop,96
Ishq Mere,Sonu Nigam,Folk,92
Tere Ishq,Shreya Ghoshal,Bollywood,96
Raat Mere,Arijit Singh,Folk,90
Jaan Zindagi,Neha Kakkar,Hip-Hop,90
Din Zindagi,KK,Folk,96
Mohabbat Zindagi,Badshah,Pop,96
Pyar Jaan,Neha Kakkar,Punjabi,100
Raat Tere,Jubin Nautiyal,Folk,92
Pyar Raat,Neha Kakkar,Pop,92
Zindagi Tere,Badshah,Indie,82
Tere Zindagi,KK,Pop,84
Pyar Raat,Arijit Singh,Pop,100
Mohabbat Mere,Badshah,Punjabi,86
Zindagi Ishq,Shreya Ghoshal,Retro,92
Jaan Dil,KK,Hip-Hop,85
Din Mohabbat,Sonu Nigam,Hip-Hop,83
Jaan Dil,Arijit Singh,Hip-Hop,100
Mere Dil,KK,Punjabi,88
Dil Tere,Arijit Singh,Bollywood,98
Raat Jaan,KK,Folk,98
Zindagi Tere,Arijit Singh,Retro,88
Mohabbat Tere,Arijit Singh,Folk,100
Raat Ishq,Sonu Nigam,Hip-Hop,82
Mere Din,Atif Aslam,Indie,89
Jaan Dil,Jubin Nautiyal,Retro,94
Pyar Dil,Arijit Singh,Punjabi,96
Tere Pyar,Atif Aslam,Indie,84
Tere Ishq,Neha Kakkar,Pop,97
Jaan Mohabbat,Sonu Nigam,Fusion,87
Dil Din,Jubin Nautiyal,Bollywood,87
Mohabbat Raat,Neha Kakkar,Bollywood,88
Dil Zindagi,Neha Kakkar,Punjabi,83
Mohabbat Mohabbat,Jubin Nautiyal,Punjabi,85
Zindagi Jaan,Atif Aslam,Folk,81
Tere Zindagi,Atif Aslam,Bollywood,83
Mohabbat Raat,Arijit Singh,Pop,93
Tere Dil,Jubin Nautiyal,Fusion,83
Jaan Raat,Badshah,Hip-Hop,100
Mohabbat Raat,Atif Aslam,Folk,94
Zindagi Tere,Jubin Nautiyal,Punjabi,85
Mere Mere,KK,Pop,90
Mere Mere,Atif Aslam,Hip-Hop,93
Din Tere,Badshah,Retro,90
Mohabbat Mohabbat,Shreya Ghoshal,Bollywood,80
Raat Tere,Badshah,Folk,99
Raat Mohabbat,Shreya Ghoshal,Fusion,91
Jaan Tere,Atif Aslam,Bollywood,97
Zindagi Tere,Arijit Singh,Bollywood,96
Pyar Tere,Neha Kakkar,Bollywood,90
Tere Zindagi,Badshah,Folk,82
Mere Jaan,Arijit Singh,Folk,80
Tere Tere,Shreya Ghoshal,Indie,88
Tere Pyar,Jubin Nautiyal,Pop,83
Pyar Ishq,Badshah,Pop,87
Zindagi Mere,Badshah,Pop,89
Dil Zindagi,Shreya Ghoshal,Fusion,91
Zindagi Mohabbat,Shreya Ghoshal,Pop,88
Mere Tere,KK,Folk,100
Mohabbat Tere,KK,Fusion,84
Zindagi Mere,Neha Kakkar,Fusion,95
Pyar Mere,KK,Retro,93
Dil Jaan,Arijit Singh,Folk,85
Dil Raat,Neha Kakkar,Fusion,80
Pyar Pyar,Jubin Nautiyal,Pop,98
Raat Din,Jubin Nautiyal,Punjabi,86
Pyar Mere,KK,Pop,95
Ishq Jaan,Jubin Nautiyal,Bollywood,82
Pyar Mohabbat,Neha Kakkar,Bollywood,83
Ishq Raat,Arijit Singh,Fusion,85
Mohabbat Zindagi,Shreya Ghoshal,Retro,87
Mohabbat Raat,Badshah,Retro,99
Ishq Zindagi,Atif Aslam,Retro,100
Ishq Mere,Sonu Nigam,Punjabi,98
Mere Pyar,Neha Kakkar,Bollywood,88
Raat Mere,Atif Aslam,Bollywood,90
Din Pyar,Neha Kakkar,Fusion,99
Raat Ishq,Badshah,Bollywood,94
Tere Raat,Atif Aslam,Bollywood,87
Din Tere,KK,Bollywood,87
Jaan Tere,Sonu Nigam,Fusion,81
Dil Ishq,Atif Aslam,Bollywood,87
Ishq Tere,KK,Indie,80
Raat Ishq,Neha Kakkar,Folk,100
Ishq Tere,Arijit Singh,Bollywood,89
Din Ishq,Sonu Nigam,Indie,81
Jaan Pyar,Shreya Ghoshal,Hip-Hop,90
Din Din,Atif Aslam,Indie,81
Din Pyar,Arijit Singh,Indie,97
Din Mere,Neha Kakkar,Indie,92
Zindagi Dil,KK,Retro,96
Pyar Pyar,Atif Aslam,Bollywood,83
Din Ishq,Arijit Singh,Hip-Hop,97
Ishq Dil,Jubin Nautiyal,Retro,80
Din Mohabbat,Arijit Singh,Punjabi,89
Mere Jaan,Sonu Nigam,Pop,87
Pyar Raat,Neha Kakkar,Fusion,97
Mere Jaan,Jubin Nautiyal,Folk,95
Raat Din,Neha Kakkar,Bollywood,90
Mohabbat Mohabbat,Sonu Nigam,Pop,90
Din Pyar,KK,Pop,91
Jaan Mere,KK,Folk,100
Dil Mohabbat,Shreya Ghoshal,Fusion,87
Tere Mohabbat,Jubin Nautiyal,Pop,89
Dil Mohabbat,Shreya Ghoshal,Punjabi,98
Din Mere,Sonu Nigam,Pop,81
Raat Pyar,Jubin Nautiyal,Fusion,80
Pyar Mere,Badshah,Hip-Hop,94
Jaan Tere,Neha Kakkar,Retro,97
Ishq Mere,Arijit Singh,Indie,90
Tere Din,Shreya Ghoshal,Indie,86
Tere Raat,Atif Aslam,Bollywood,100
Mere Raat,Neha Kakkar,Fusion,86
Pyar Raat,Badshah,Indie,97
Jaan Jaan,Atif Aslam,Fusion,99
Pyar Mere,Atif Aslam,Indie,97
Zindagi Mohabbat,Shreya Ghoshal,Punjabi,94
Ishq Zindagi,KK,Indie,85
Pyar Din,Shreya Ghoshal,Indie,93
Tere Mere,Badshah,Indie,80
Mere Mohabbat,Sonu Nigam,Indie,98
Mohabbat Ishq,Sonu Nigam,Pop,81
Pyar Dil,Sonu Nigam,Hip-Hop,85
Din Mohabbat,Atif Aslam,Hip-Hop,85
Mere Mohabbat,Shreya Ghoshal,Pop,89
Zindagi Jaan,Neha Kakkar,Bollywood,82
Dil Raat,Atif Aslam,Bollywood,97
Raat Dil,Badshah,Bollywood,87
Raat Pyar,Badshah,Pop,91
Din Ishq,Arijit Singh,Hip-Hop,99
Din Mohabbat,Sonu Nigam,Folk,98
Mere Mere,Neha Kakkar,Bollywood,95
Tere Raat,Shreya Ghoshal,Retro,96
Tere Jaan,Arijit Singh,Bollywood,93
Mohabbat Raat,Badshah,Punjabi,86
Ishq Tere,Arijit Singh,Indie,99
Mere Tere,KK,Folk,96
Zindagi Ishq,Shreya Ghoshal,Hip-Hop,87
Dil Jaan,KK,Punjabi,84
Raat Mohabbat,KK,Fusion,91
Raat Mere,KK,Hip-Hop,98
Din Raat,Sonu Nigam,Indie,100
Tere Mere,Sonu Nigam,Retro,80
Raat Pyar,Arijit Singh,Retro,96
Zindagi Tere,Sonu Nigam,Retro,89
Mere Jaan,Neha Kakkar,Hip-Hop,83
Mere Pyar,Sonu Nigam,Folk,85
Raat Mohabbat,Sonu Nigam,Retro,89
Ishq Dil,Shreya Ghoshal,Pop,91
Mere Jaan,Arijit Singh,Punjabi,93
Ishq Jaan,Atif Aslam,Punjabi,93
Ishq Raat,Arijit Singh,Indie,85
Din Din,KK,Fusion,80
Din Dil,Badshah,Fusion,96
Mere Tere,Neha Kakkar,Hip-Hop,91
Raat Dil,Badshah,Fusion,91
Tere Dil,Badshah,Folk,89
Mohabbat Ishq,Shreya Ghoshal,Indie,93
Mohabbat Mohabbat,Arijit Singh,Hip-Hop,91
Ishq Mere,Sonu Nigam,Retro,88
Ishq Jaan,KK,Indie,82
Mere Ishq,Arijit Singh,Pop,85
Tere Dil,Badshah,Hip-Hop,91
Dil Ishq,KK,Fusion,96
Pyar Dil,Atif Aslam,Punjabi,92
Mohabbat Mere,Sonu Nigam,Bollywood,94
Tere Dil,Shreya Ghoshal,Bollywood,91
Mere Pyar,Shreya Ghoshal,Bollywood,93
Jaan Pyar,Shreya Ghoshal,Pop,96
Din Mohabbat,Shreya Ghoshal,Hip-Hop,96
Mere Dil,Arijit Singh,Indie,87
Ishq Zindagi,Arijit Singh,Bollywood,86
Dil Ishq,Jubin Nautiyal,Hip-Hop,80
Raat Dil,Arijit Singh,Punjabi,80
Zindagi Tere,Jubin Nautiyal,Pop,95
Raat Zindagi,Neha Kakkar,Folk,93
Mohabbat Din,Jubin Nautiyal,Pop,86
Din Mere,KK,Punjabi,98
Raat Raat,Sonu Nigam,Pop,96
Mohabbat Ishq,Atif Aslam,Punjabi,94
Zindagi Jaan,Shreya Ghoshal,Punjabi,99
Zindagi Ishq,Shreya Ghoshal,Bollywood,87
Raat Raat,Neha Kakkar,Hip-Hop,97
Tere Mohabbat,Atif Aslam,Fusion,82
Dil Zindagi,Jubin Nautiyal,Hip-Hop,100
Zindagi Din,KK,Folk,83
Pyar Ishq,Badshah,Retro,89
Tere Mere,Badshah,Retro,80
Jaan Mere,Shreya Ghoshal,Retro,97
Pyar Dil,Arijit Singh,Pop,90
Tere Ishq,Neha Kakkar,Punjabi,88
Din Mohabbat,Jubin Nautiyal,Indie,92
Din Pyar,Arijit Singh,Bollywood,96
Mohabbat Zindagi,Shreya Ghoshal,Indie,96
Ishq Din,KK,Fusion,80
Mohabbat Din,KK,Folk,87
Zindagi Raat,Badshah,Fusion,97
Mohabbat Tere,Atif Aslam,Punjabi,96
Dil Zindagi,Arijit Singh,Folk,81
Raat Jaan,Sonu Nigam,Punjabi,100
Dil Raat,KK,Hip-Hop,96
Raat Jaan,Sonu Nigam,Hip-Hop,84
Jaan Mere,Neha Kakkar,Bollywood,88
Mere Jaan,Atif Aslam,Indie,88
Mohabbat Ishq,Badshah,Retro,97
Ishq Tere,Neha Kakkar,Retro,89
Zindagi Pyar,Shreya Ghoshal,Retro,85
Mere Mere,Sonu Nigam,Bollywood,83
Mere Tere,Jubin Nautiyal,Hip-Hop,84
Pyar Ishq,Atif Aslam,Punjabi,81
Jaan Raat,Shreya Ghoshal,Fusion,82
Din Tere,Shreya Ghoshal,Hip-Hop,84
Ishq Ishq,Sonu Nigam,Retro,91
Dil Jaan,KK,Punjabi,84
Dil Mohabbat,Badshah,Retro,96
Mohabbat Pyar,Neha Kakkar,Hip-Hop,84
Raat Mere,Neha Kakkar,Pop,97
Tere Pyar,Sonu Nigam,Fusion,81
Tere Din,Arijit Singh,Pop,82
Jaan Din,Badshah,Punjabi,98
Tere Din,Jubin Nautiyal,Pop,82
Mere Dil,Shreya Ghoshal,Pop,90
Pyar Ishq,Neha Kakkar,Folk,86
Zindagi Zindagi,Neha Kakkar,Indie,90
Zindagi Din,Shreya Ghoshal,Retro,92
Din Raat,KK,Fusion,81
Pyar Ishq,Shreya Ghoshal,Punjabi,90
Tere Zindagi,Neha Kakkar,Retro,89
Din Tere,Arijit Singh,Fusion,91
Ishq Tere,Sonu Nigam,Indie,96
Tere Mohabbat,KK,Fusion,88
Ishq Ishq,Arijit Singh,Hip-Hop,85
Zindagi Mohabbat,Badshah,Pop,84
Jaan Pyar,Jubin Nautiyal,Retro,83
Mere Zindagi,Arijit Singh,Folk,100
Mohabbat Zindagi,Neha Kakkar,Retro,91
Pyar Tere,Arijit Singh,Folk,81
Tere Zindagi,Sonu Nigam,Folk,100
Mere Jaan,Shreya Ghoshal,Folk,88
Tere Mere,KK,Indie,81
Zindagi Pyar,Shreya Ghoshal,Folk,93
Pyar Din,Neha Kakkar,Bollywood,89
Dil Dil,KK,Bollywood,86
Tere Mere,Jubin Nautiyal,Fusion,82
Tere Zindagi,Arijit Singh,Folk,89
Din Raat,Shreya Ghoshal,Pop,86
Tere Din,Atif Aslam,Pop,99
Dil Tere,Atif Aslam,Fusion,92
Mohabbat Jaan,Shreya Ghoshal,Pop,89
Din Din,Shreya Ghoshal,Folk,84
Tere Ishq,Arijit Singh,Fusion,97
Din Mohabbat,KK,Indie,80
Tere Zindagi,Arijit Singh,Fusion,97
Ishq Zindagi,Atif Aslam,Fusion,90
Mere Dil,Shreya Ghoshal,Bollywood,83
Pyar Jaan,Atif Aslam,Bollywood,92
Zindagi Zindagi,Arijit Singh,Hip-Hop,93
Din Mohabbat,Sonu Nigam,Bollywood,92
Din Tere,Badshah,Folk,90
Raat Din,Badshah,Fusion,89
Din Dil,KK,Folk,89
Raat Jaan,Arijit Singh,Indie,96
Raat Zindagi,Jubin Nautiyal,Pop,95
Zindagi Dil,Arijit Singh,Bollywood,88
Raat Zindagi,Arijit Singh,Indie,84
Din Tere,Atif Aslam,Retro,94
Zindagi Ishq,Sonu Nigam,Hip-Hop,83
Dil Dil,Jubin Nautiyal,Pop,86
Zindagi Zindagi,Sonu Nigam,Folk,95
Dil Pyar,Badshah,Pop,93
Mohabbat Ishq,Arijit Singh,Indie,89
Pyar Din,Badshah,Retro,97
Mere Mohabbat,Badshah,Punjabi,82
Din Pyar,Jubin Nautiyal,Punjabi,94
Raat Din,Sonu Nigam,Bollywood,90
Raat Raat,Jubin Nautiyal,Fusion,88
Mere Pyar,Arijit Singh,Hip-Hop,85
Pyar Dil,KK,Punjabi,84
Mohabbat Raat,Jubin Nautiyal,Pop,81
Mohabbat Mere,Arijit Singh,Bollywood,100
Jaan Tere,Badshah,Punjabi,96
Mere Jaan,Atif Aslam,Bollywood,86
Dil Pyar,Shreya Ghoshal,Fusion,92
Tere Mere,Badshah,Hip-Hop,85
Raat Ishq,KK,Folk,100
Din Mohabbat,Atif Aslam,Pop,83
Zindagi Mere,Neha Kakkar,Punjabi,100
Mere Raat,Badshah,Bollywood,81
Mohabbat Mere,KK,Fusion,97
Tere Mere,Shreya Ghoshal,Punjabi,96
Jaan Mere,Jubin Nautiyal,Punjabi,100
Raat Jaan,Sonu Nigam,Folk,95
Jaan Din,Arijit Singh,Hip-Hop,81
Jaan Ishq,Sonu Nigam,Indie,81
Pyar Tere,KK,Pop,98
Dil Din,Arijit Singh,Fusion,100
Mere Raat,KK,Hip-Hop,100
Pyar Tere,Shreya Ghoshal,Retro,82
Mere Din,Sonu Nigam,Hip-Hop,90
Tere Jaan,Sonu Nigam,Hip-Hop,83
Ishq Jaan,Shreya Ghoshal,Bollywood,83
Mohabbat Jaan,KK,Hip-Hop,95
Jaan Zindagi,Arijit Singh,Fusion,89
Raat Raat,Arijit Singh,Retro,91
Raat Mohabbat,Sonu Nigam,Hip-Hop,94
Pyar Tere,KK,Pop,88
Mohabbat Mohabbat,KK,Pop,91
Zindagi Mere,Neha Kakkar,Indie,80
Pyar Mere,Neha Kakkar,Bollywood,81
Tere Pyar,Badshah,Indie,98
Jaan Pyar,Sonu Nigam,Retro,95
Tere Dil,Atif Aslam,Folk,100
Pyar Jaan,KK,Indie,99
Pyar Zindagi,Jubin Nautiyal,Folk,89
Din Din,Arijit Singh,Bollywood,88
Dil Jaan,Atif Aslam,Punjabi,91
Mohabbat Pyar,Jubin Nautiyal,Retro,90
Tere Mohabbat,Shreya Ghoshal,Indie,98
Dil Jaan,Shreya Ghoshal,Bollywood,96
Dil Dil,Sonu Nigam,Pop,98
Raat Dil,Neha Kakkar,Hip-Hop,95
Tere Zindagi,Shreya Ghoshal,Bollywood,100
Dil Din,KK,Fusion,95
Tere Tere,KK,Fusion,89
Raat Tere,Neha Kakkar,Fusion,88
Dil Jaan,Arijit Singh,Pop,88
Ishq Ishq,Sonu Nigam,Retro,85
Tere Mere,Neha Kakkar,Fusion,82
Mohabbat Din,Jubin Nautiyal,Fusion,86
Ishq Pyar,Jubin Nautiyal,Bollywood,96
Pyar Tere,Sonu Nigam,Fusion,91
Dil Raat,Badshah,Fusion,93
Pyar Jaan,Badshah,Folk,95
Zindagi Dil,KK,Pop,92
Ishq Din,KK,Bollywood,87
Mohabbat Mohabbat,Shreya Ghoshal,Bollywood,82
Ishq Ishq,Badshah,Folk,89
Dil Mohabbat,Shreya Ghoshal,Fusion,87
Din Jaan,Badshah,Retro,80
Din Mohabbat,Sonu Nigam,Folk,82
Ishq Dil,Arijit Singh,Indie,97
Mohabbat Zindagi,Jubin Nautiyal,Retro,99
Zindagi Tere,Sonu Nigam,Punjabi,88
Mere Tere,Shreya Ghoshal,Fusion,85
Raat Zindagi,Atif Aslam,Punjabi,82
Mohabbat Tere,Badshah,Punjabi,82
Ishq Ishq,Arijit Singh,Punjabi,81
Tere Ishq,Atif Aslam,Indie,93
Raat Dil,Badshah,Folk,100
Raat Pyar,Neha Kakkar,Pop,91
Zindagi Pyar,Arijit Singh,Punjabi,83
Mohabbat Raat,Sonu Nigam,Indie,97
Raat Ishq,Jubin Nautiyal,Folk,92
Pyar Tere,Shreya Ghoshal,Folk,80
Dil Jaan,Badshah,Folk,100
Dil Pyar,Jubin Nautiyal,Bollywood,100
Din Pyar,Neha Kakkar,Folk,90
Ishq Din,Atif Aslam,Bollywood,87
Ishq Mohabbat,Neha Kakkar,Hip-Hop,87
Mohabbat Mohabbat,Badshah,Punjabi,100
Pyar Dil,Neha Kakkar,Pop,86
Dil Dil,Sonu Nigam,Bollywood,91
Din Jaan,Neha Kakkar,Punjabi,94
Jaan Din,KK,Hip-Hop,99
Tere Tere,Badshah,Retro,96
Tere Jaan,Badshah,Hip-Hop,89
Jaan Raat,KK,Folk,94
Dil Mohabbat,Badshah,Indie,96
Zindagi Jaan,Badshah,Indie,90
Ishq Pyar,KK,Retro,100
Zindagi Mere,Shreya Ghoshal,Indie,86
Zindagi Tere,Arijit Singh,Punjabi,82
Pyar Mere,Shreya Ghoshal,Fusion,97
Pyar Raat,Badshah,Hip-Hop,93
Dil Pyar,Neha Kakkar,Indie,100
Dil Ishq,Atif Aslam,Fusion,94
Jaan Dil,Sonu Nigam,Folk,80
Ishq Mohabbat,Neha Kakkar,Punjabi,85
Mere Ishq,Sonu Nigam,Hip-Hop,93
Mere Jaan,Atif Aslam,Punjabi,84
Mere Jaan,Shreya Ghoshal,Folk,89
Mohabbat Raat,Arijit Singh,Folk,94
Din Pyar,Sonu Nigam,Indie,92
Din Raat,Shreya Ghoshal,Pop,93
Dil Mere,Badshah,Fusion,82
Dil Mohabbat,Neha Kakkar,Folk,87
Mere Zindagi,Sonu Nigam,Hip-Hop,94
Mere Raat,Atif Aslam,Fusion,83
Mere Dil,KK,Folk,92
Pyar Mohabbat,Atif Aslam,Pop,83
Dil Mohabbat,Arijit Singh,Punjabi,95
Jaan Raat,Arijit Singh,Folk,88
Mohabbat Zindagi,Badshah,Pop,93
Dil Mere,Neha Kakkar,Hip-Hop,97
Jaan Raat,Jubin Nautiyal,Retro,100
Zindagi Zindagi,Shreya Ghoshal,Hip-Hop,85
Jaan Mohabbat,Sonu Nigam,Hip-Hop,99
Zindagi Zindagi,Shreya Ghoshal,Bollywood,92
Dil Pyar,Jubin Nautiyal,Punjabi,80
Din Jaan,Arijit Singh,Bollywood,90
Tere Jaan,Shreya Ghoshal,Fusion,95
Zindagi Mere,KK,Retro,91
Jaan Pyar,Sonu Nigam,Hip-Hop,97
Mere Mohabbat,Shreya Ghoshal,Indie,93
Jaan Tere,Sonu Nigam,Retro,98
Jaan Mohabbat,Badshah,Bollywood,80
Jaan Zindagi,Neha Kakkar,Bollywood,88
Mohabbat Raat,Badshah,Fusion,90
Raat Ishq,Atif Aslam,Bollywood,99
Pyar Mohabbat,Shreya Ghoshal,Punjabi,84
Mere Mohabbat,Badshah,Folk,87
Mohabbat Jaan,Shreya Ghoshal,Indie,80
Din Zindagi,Jubin Nautiyal,Indie,85
Mohabbat Ishq,Jubin Nautiyal,Indie,88
Raat Mohabbat,KK,Fusion,90
Tere Mohabbat,Shreya Ghoshal,Indie,92
Mohabbat Mere,Badshah,Punjabi,82
Raat Dil,Sonu Nigam,Folk,89
Dil Mohabbat,Atif Aslam,Fusion,88
Raat Jaan,Jubin Nautiyal,Punjabi,81
Jaan Din,Neha Kakkar,Punjabi,83
Mohabbat Mere,KK,Retro,99
Pyar Ishq,Arijit Singh,Fusion,83
Mohabbat Raat,Badshah,Hip-Hop,99
Mohabbat Mere,Shreya Ghoshal,Indie,92
Mere Dil,Jubin Nautiyal,Punjabi,100
Tere Pyar,Shreya Ghoshal,Punjabi,93
Dil Raat,Sonu Nigam,Folk,89
Jaan Jaan,Jubin Nautiyal,Punjabi,84
Mere Raat,Shreya Ghoshal,Retro,85
Tere Zindagi,Neha Kakkar,Bollywood,84
Pyar Din,Atif Aslam,Indie,91
Tere Dil,KK,Punjabi,98
Zindagi Jaan,KK,Folk,94
Tere Mere,Neha Kakkar,Hip-Hop,98
Mohabbat Mere,Neha Kakkar,Punjabi,86
Mere Pyar,KK,Hip-Hop,84
Ishq Din,Badshah,Fusion,100
Jaan Tere,Atif Aslam,Retro,95
Din Dil,Shreya Ghoshal,Folk,94
Dil Mohabbat,Sonu Nigam,Hip-Hop,95
Mohabbat Dil,Shreya Ghoshal,Hip-Hop,80
Jaan Raat,Badshah,Hip-Hop,93
Zindagi Zindagi,Atif Aslam,Folk,97
Dil Jaan,Arijit Singh,Fusion,97
Din Mohabbat,Jubin Nautiyal,Bollywood,99
Pyar Dil,Arijit Singh,Pop,97
Ishq Ishq,Shreya Ghoshal,Hip-Hop,82
Tere Ishq,KK,Folk,85
Pyar Din,Neha Kakkar,Retro,80
Zindagi Mere,Shreya Ghoshal,Folk,100
Din Pyar,Jubin Nautiyal,Folk,94
Din Pyar,Jubin Nautiyal,Hip-Hop,99
Jaan Raat,KK,Retro,98
Din Tere,Sonu Nigam,Bollywood,97
Mohabbat Mere,Neha Kakkar,Fusion,93
Zindagi Mere,Sonu Nigam,Pop,92
Zindagi Mere,Atif Aslam,Punjabi,92
Raat Mere,Arijit Singh,Indie,96
Ishq Mohabbat,Badshah,Punjabi,94
Din Zindagi,Shreya Ghoshal,Pop,81
Din Dil,Jubin Nautiyal,Retro,94
Zindagi Zindagi,Atif Aslam,Pop,86
Jaan Jaan,Badshah,Punjabi,82
Raat Dil,Arijit Singh,Fusion,97
Din Ishq,Badshah,Bollywood,91
Raat Tere,Shreya Ghoshal,Hip-Hop,97
Raat Dil,Atif Aslam,Retro,94
Zindagi Tere,KK,Punjabi,85
Ishq Din,Arijit Singh,Bollywood,88
Mere Raat,Arijit Singh,Punjabi,89
Din Ishq,Sonu Nigam,Bollywood,90
Raat Tere,Shreya Ghoshal,Fusion,82
Jaan Ishq,Shreya Ghoshal,Punjabi,82
Ishq Mere,Jubin Nautiyal,Retro,99
Jaan Dil,KK,Folk,94
Tere Ishq,Neha Kakkar,Hip-Hop,92
Din Mere,Shreya Ghoshal,Pop,86
Tere Mere,Neha Kakkar,Hip-Hop,89
Zindagi Jaan,Sonu Nigam,Hip-Hop,84
Jaan Din,Badshah,Fusion,95
Dil Mohabbat,Jubin Nautiyal,Fusion,83
Din Tere,Sonu Nigam,Pop,80
Mohabbat Ishq,Sonu Nigam,Folk,90
Dil Mohabbat,Sonu Nigam,Retro,90
Din Dil,Sonu Nigam,Bollywood,98
Pyar Zindagi,KK,Fusion,86
Pyar Raat,Atif Aslam,Folk,86
Raat Ishq,Sonu Nigam,Pop,95
Jaan Jaan,Arijit Singh,Punjabi,99
Tere Mere,Neha Kakkar,Punjabi,94
Din Raat,Neha Kakkar,Indie,83
Ishq Jaan,Shreya Ghoshal,Retro,99
Mere Zindagi,Jubin Nautiyal,Fusion,92
Mohabbat Ishq,Sonu Nigam,Pop,80
Mere Raat,Arijit Singh,Bollywood,98
Pyar Raat,Arijit Singh,Fusion,84
Jaan Pyar,Atif Aslam,Folk,95
Dil Zindagi,Shreya Ghoshal,Indie,100
Din Raat,Atif Aslam,Pop,93
Dil Jaan,Sonu Nigam,Bollywood,82
Ishq Zindagi,Shreya Ghoshal,Fusion,100
Raat Raat,Badshah,Pop,95
Zindagi Pyar,KK,Fusion,86
Dil Mere,Arijit Singh,Hip-Hop,84
Mere Raat,Badshah,Bollywood,95
Jaan Din,Atif Aslam,Fusion,83
Pyar Mohabbat,Sonu Nigam,Pop,80
Raat Ishq,Shreya Ghoshal,Folk,82
Jaan Pyar,Neha Kakkar,Bollywood,92
Raat Ishq,Badshah,Punjabi,83
Mere Mere,Shreya Ghoshal,Bollywood,100
Mohabbat Raat,Badshah,Indie,93
Zindagi Jaan,Badshah,Fusion,100
Pyar Ishq,KK,Indie,81
Mere Pyar,Neha Kakkar,Bollywood,98
Pyar Pyar,Badshah,Bollywood,86
Din Zindagi,KK,Folk,94
Din Zindagi,Arijit Singh,Fusion,97
Din Zindagi,Arijit Singh,Pop,84
Dil Din,KK,Folk,85
Pyar Zindagi,Sonu Nigam,Bollywood,89
Ishq Mohabbat,Arijit Singh,Punjabi,100
Jaan Jaan,Sonu Nigam,Fusion,80
Raat Mere,Shreya Ghoshal,Indie,85
Zindagi Tere,Jubin Nautiyal,Punjabi,90
Tere Ishq,Neha Kakkar,Punjabi,96
